Text	Country by Zone	Country by Location	Lang	Drug	Annotated Text	Semantic Type
@calebjmorris Dibs on the baby Tylenol	Quito		en			
@MHFsilver Should've pointed out the baby section that has infants' Tylenol and such.	Pacific Time (US & Canada)		en			
@SexIsMyNewHobby Good night! Ice and Tylenol	Atlantic Time (Canada)		en			
Gus and Raf calling this game..where the eff is the Tylenol?	Eastern Time (US & Canada)		en			
@culonaflaca Move to nj		"New Jersey, USA"	en			
@ianmattart Lol! I’m like this 99% of the time. You can imagine the amount of Tylenol my husband takes on a daily basis😂😂		"Honolulu, HI"	en			
Pizza and wings...some apple music radio....and tylenol cold and severe flu	Hawaii	For some reason im n jersey	en			
@imaexogone tylenol	Eastern Time (US & Canada)	jonghyun☽	en			
you’re the Tylenol i take when my head hurts	Central Time (US & Canada)	The University of Southern MS 	en			
"In the checkout line either 7 butterfingers, a bottle of Maker’s, and baby tylenol."	Quito	"Goshen, Indiana, USA"	en			
N posso toma 01 tylenol 😭	Brasilia		en			
you're the tylenol i take when my head hurts	Pacific Time (US & Canada)		en			
@MrDanZak Latte and a Tylenol.			en			
Someone please bring orange juice and Tylenol			en			
"You're my water when I'm stuck in the desert, you're the Tylenol I take when my head hurts, you're the sunshine on my life"	Eastern Time (US & Canada)	UNT	en			
i took extra strength tylenol why is it getting worse		mel♡ r e z	en			
I'm literally 👌 close to eating an entire bottom of Tylenol and jus . Passing out but it's okay ig FUCK ME	Pacific Time (US & Canada)	theunitsubs	en			
He say im a headache ; he just gone take a Tylenol 🤷!	Quito	✊ Chilling w/ my G.O.D ❤	en			
he said I’m a headache but he just gonna take a tylenol 😂🤪			en			
"Dulophen (antihistamine)
Prescribed for respiratory cheery disease
Contraindicated by Tylenol"			en			
20 yr olds are dropping like flies from the God Dammned Opiods (oxycontin)... its like a damn war zone out there. Dropping left n right.	Mountain Time (US & Canada)	► The Aetheric Realm	en			
killians fins are growing. big fatass. i love him so much	Pacific Time (US & Canada)	i : seong-une	en			
im shower.. WAAAAAH	Pacific Time (US & Canada)	i : seong-une	en			
"what kind of yogurt do you like to party with
gogurt
GOGURT?!
yeah im seven
BYYYYE. YOU'RE GOING TO CHOBANI HELL. SAY HI TO SATAN FOR ME"	Pacific Time (US & Canada)	i : seong-une	en			
shake your planchette all over the place	Pacific Time (US & Canada)	i : seong-une	en			
@prcocet MMMMMAYBE I WILL DO THIS		mista - they - ♡ @perlapucci ♡	en			
@prcocet HEY if you find a retail chain that could be in florida like that then lmk please ya boy needs money	Eastern Time (US & Canada)	🌺 he/him	en			
@cityofforms @prcocet yeah please tell them the whole thing they cant help if they dont have every detail	Pacific Time (US & Canada)	eternal arashiP	en			
@sadmiami NONE OF THESE ARE FLATTERING	Pacific Time (US & Canada)	i : seong-une	en			
@sadmiami WHYD THEY DO HIM DIRTY LIKE THIS	Pacific Time (US & Canada)	i : seong-une	en			
@sadmiami YEA i do somtimes	Pacific Time (US & Canada)	i : seong-une	en			
@hellokittua any clothes for free because im already fat and i like to look sexy	Pacific Time (US & Canada)	i : seong-une	en			
@sadmiami WHY DOES HE FUCKING LOOK LIKE THIS THEY HAD NO BUSINESS MAKING MY HOMEBOY LOOK THIS SUSPICIOUS	Pacific Time (US & Canada)	i : seong-une	en			
@sadmiami claude monet is fucking DEAD	Pacific Time (US & Canada)	i : seong-une	en			
im shower. BRB	Pacific Time (US & Canada)	i : seong-une	en			
@sadmiami OH SHUT UP	Pacific Time (US & Canada)	i : seong-une	en			
@sadmiami I DID. THAT'S KINDA FUCKING SAD? i hope octavian found his sandwich somewhere out there rest in peace bitchboy	Pacific Time (US & Canada)	i : seong-une	en			
@sadmiami jokes on you bitch i like seeing you talk about your interests so die	Pacific Time (US & Canada)	i : seong-une	en			
I’m so annoyed &amp; sleepy from all the  morphine they gave me.... I just want to sleep 🙄🙄🙄	Pacific Time (US & Canada)	702	en			
My Uber driver told me he used to keep four gallons of opium for when he ran out of morphine and he never ran out of morphine 💰	Atlantic Time (Canada)		en			
"2) There was another in the early 1900s after a different drug was developed to help ""cure"" morphine addiction. It was called heroin."	Pacific Time (US & Canada)	"Florida, USA"	en			
You taking morphine homie you a moron			en			
"Every form of addiction is bad, no matter whether the narcotic be alcohol or morphine or idealism.  Carl Gustav Jung #carlgustavjung"	Central Time (US & Canada)		en			
Downside of the morphine pump: it makes me Very emotional. A tall nurse walked in and I started crying because I love tall people so much	Eastern Time (US & Canada)	"Charlotte, NC"	en			
"Nothing’s gonna hurt me with my eyes shut, I can see through them."	Central Time (US & Canada)	"Houston, TX "	en			
You taking morphine homie you a moron		Tx	en			
@JamesOck_ Just make sure I have a ml of morphine ready for my arrival from the loo xx	London	Ba Sing Se / Manchester	en			
@kwihyonie FLDSKJLKJASFLKSD YEAP. I need a stiff drink. and a shot of morphine.	Pacific Time (US & Canada)		en			
"Just like
Nicotine,
Heroine,
Morphine 💜&lt;💜"		Narnia	en			
@Camila_Cabello heroin doesn’t rhyme with nicotine or morphine no matter how hard you try		where is my mind	en			
"nicotine, heroin, morphine🐀🎶"	Pacific Time (US & Canada)	Lost in the lost planet.	en			
"just like nicotine, heroin, morphine"	Pacific Time (US & Canada)		en			
"just like nicotine, heroin, morphine"			en			
@villaflav Morphine lmao	Central Time (US & Canada)		en			
"Just like nicotine, heroin, morphine. Suddenly I'm a fiend and you're all I need 🌙"		"Rotterdam, NY"	en			
"U r like a drug for me, my own personal brand of heroin...

©From Sarah with love."	Pacific Time (US & Canada)	Бишкек	en			
@StefCphoto What’s the difference between a heroin binge and an overdose?	Eastern Time (US & Canada)	"Philadelphia, PA"	en			
@Golfinggary5221 @MAGAVoice @IWillRedPillYou The real crisis is Heroin!		United States	en			
"@ResidentFOX you fucking kidding me. A doctor, nonetheless head of the hospital, doesn't know how benzodiazepines work!? Please.😒"	Eastern Time (US & Canada)	"Home of WVU, Almost Heaven"	en			
"@Buster3640 Keep on crawling, but lay off the benzodiazepines ;-)"	Pacific Time (US & Canada)	Black CountrySomewhere	en			
But yeah. Thank god for copious amounts of benzodiazepines.		Casterly Rock	en			
benzodiazepines are my most loved and despised drugs	Pacific Time (US & Canada)	And I'm much obliged to you for making it clear that I'm not here...	en			
"@DeusEvola @LampoSampo_ never was big on dmt tbh, i was really big on benzodiazepines tho"	Pacific Time (US & Canada)	💞nooks💞	en			
@jackmurphylive Benzodiazepines will be the next opioid crisis.	Pacific Time (US & Canada)	"California, USA"	en			
@benzodiazepins Yeah exactly !!! She’s obvs showing it off having to specify one months so why not say how bc it’s obvs not natural			en			
🎼 Leave some morfine at my door. Cause it would take a all lote of medication. To realize what we use to have..	Pacific Time (US & Canada)	مكه المكرمه 	en			
@Hyper_RPG @PeterSAdrian Sounds like a morphin good time!	Pacific Time (US & Canada)		en			
Goodmorning😇			en			
I'm trying to watch every power ranger season in order I hope that I can power though the show currently on mighty morphin season 1		"Birmingham, England"	en			
"Yes, I just started Mighty Morphin Power Rangers on Netflix and plan on watching all versions."	Central Time (US & Canada)		en			
Let's morphin!	Irkutsk	이곳과 저곳	en			
@mmorphine_ @pentulacanis Havere?	Pacific Time (US & Canada)		en			
@mmorphine_ @ninastarita Havere!!!		tutto è perdonato	en			
So u mean to tell me nobody moma or grandmother got tramadols in they medicine cabinet ?🙄			en			
"If life is a movie, then you’re the best part. ♥️"	Atlantic Time (Canada)	"TRAVI$ SCOTT, SZA, LUIDJI ❣️"	en			
@RVAwonk Start with the pharmaceutical manufacturers of oxicontin.		"Connecticut, USA"	en			
20 yr olds are dropping like flies from the God Dammned Opiods (oxycontin)... its like a damn war zone out there. Dropping left n right.	Mountain Time (US & Canada)	► The Aetheric Realm	en			
"Oxycontin,Xanax bars,Lortab and Percocet-I got all of that-I feel like Lil Wyte-no respect."	Volgograd	Ghost Town	en			
When you go to take an ibuprofen and realize shortly after it was in fact a lortab. Lord pray for me			en			
Gotta love it when you find a lortab you had stashed you forgot all about... I been jonesin'...	Pacific Time (US & Canada)		en			
@Nicholas73018 @Colby_Daniels @AllmericanMayes I know. It's sad. And how crazy that heroin is cheaper than lortab?		107.7 The Franchise 	en			
I’m just a Zoloft girl in a Xanax world			en			
@Splashysashy I am. I am so shaking a bit. The doctor gave me some Xanax . I just realized today is my 21st wedding Anniversary❤️	Quito	United States	en			
@heatherclimate @capitalweather Maybe take a Xanax.	Atlantic Time (Canada)	DC Environs	en			
dont you love me. you too cute too trust me. xanax make you fuck me.			en			
I honestly need half a Xanax just to open my novel manuscript		"Toronto, Ontario"	en			
xanax is the only thing ryan really cares about		"California, USA"	en			
@ZoeJardiniere Nation of morbidly obese xanax addicts armed to the tits with assault weapons. God bless em		Merseyside	en			
"Exo-ls are always so mad. Girl, pop a xanax, have a drink, walk off a short pier, shit ain't that deep"	Jerusalem	Mirkwood // (she/her) // ✡️	en			
i don't pop xanax	Greenland	Indonesia	en			
"""My mental illness does not define me!!"" 
I tell myself as I pop my 3rd xanax of the day and go on my 58th hour without sleep"	Atlantic Time (Canada)		en			
@Rosenbergradio @lilxanfuhyobih If he doesn’t do Xanax why doesn’t he change that stupid name	Eastern Time (US & Canada)	"Medellín, Colombia"	en			
@StillJohnCA I guess ? Listen go clean my litter box and then take a few Xanax		"California, USA"	en			
"@sportsjunkie732 @Rosenbergradio But fam, why do we need a legion of  Tekashi 69s and his xanax rap?"	Pacific Time (US & Canada)	Las Vegas	en			
"*talking to Dad about my dogs anxiety after his recent seizure*
His advice? Give him Xanax. 😅"			en			
My dog needs some xanax yall lord	Central Time (US & Canada)	"want to be in Lynchburg, VA"	en			
"picked up my script of xanax and starbucks n it’s warm out, today is a good fucking day"			en			
@sdbyxx so do these xanax scrips	Central Time (US & Canada)	"xanfayette, louisiana"	en			
i just learned tht a freshman had xanax up his ass	Pacific Time (US & Canada)	blm 	en			
First he ruined King’s Dead now Future ruined Top Off.. I blame all those Xanax		9100 north stockton	en			
"@StillJohnCA @pattonoswalt @MeredthSalenger Could this be any Gayer.... new Illuminati scum lord 
Pass me a Xanax"		"California, USA"	en			
@Zoot16 😂😂😂😂 The applesauce-xanax dessert.		Near Chicago 	en			
@effentori Crushed Xanax Yum!		Arizona	en			
I need to invest in ear plugs	Arizona		en			
@Woolberto Manex and his twin Xanax		"Baltimore, MD"	en			
Fuck xanax	Eastern Time (US & Canada)	Mi 	en			
@Evilution_6_6_6 @GBurslem Are you the real Prince of valium???		"England, United Kingdom"	en			
Give me another Valium			en			
"@march167 And so the victims are dead from what?  High velocity Prozac?  Concealed carry Valium?

Seems to me bullets come from guns..."	Eastern Time (US & Canada)	New England	en			
@JacquiDelaney @C_Mulroney Take a valium - it's a funny line.			en			
Frankie Valium and the Four Seasons #TherapeuticBands			en			
@october51 Edgar you need to take a valium			en			
@sterillerden @Bouchra40488798 She becomes like a valium for him	Istanbul	"İstanbul, Türkiye"	en			
hopefully the ativan will kick in and either KO me or at least force me back into the shell of a vaguely useful human being	Eastern Time (US & Canada)	sorry we're like this	en			
I'm over here sittin down ... ativan af ... I'm chill but i feel like my these ppl are staring @ me	Arizona	"Santa Cruz, CA"	en			
3 Ativan in and we haven’t even left yet. 😬😬 #notstressedtho		"Moncton, New Brunswick"	en			
Also I HATE going to my endocrinologist so this will give me time for the Ativan to kick in so my blood pressure isn't off the charts.	Central Time (US & Canada)	somewhere in middle America	en			
I’m so emotionally drained lol I can’t wait to get off work so I can take the whole bottle of Ativan I found in my closet this morning 🤙🏻	Eastern Time (US & Canada)	"Maryland, USA"	en			
@955hitsfm @TeamGuernsey @markandingrid This made me have to take an Ativan!  😂	Eastern Time (US & Canada)	"Belleville, Ontario"	en			
Ativan ant #TherapeuticBands	Pacific Time (US & Canada)	Las Vegas Nv.	en			
"Benzos include but are not limited to: Xanax, Klonopin, Valium, Ativan."	Central Time (US & Canada)	black lives matter	en			
@realDonaldTrump Somebody get Daddy his Ativan. He freaking out and screaming rando nonsense again.	Eastern Time (US & Canada)	"South Shore, MA"	en			
@JakeLyandon Me after a few ativan	Fiji	wherever the wine is	en			
I can’t go to sleep even after taking my nightly Ativan...	Pacific Time (US & Canada)	Stop moving to my state	en			
@Bait_O9 Yeah. Hopefully the Ativan will help		"Birdlandia, Iowa."	en			
I would like to thank my amazing mom and the two Ativan I took for helping me get through this hellish night	Eastern Time (US & Canada)	exo's ass	en			
Ativan is a saviour	Arizona	AB	en			
@philly2shoes @axios Looks like someone needs an Ativan. Get over it.		"Pittsburgh, PA"	en			
Thank god for Ativan	Eastern Time (US & Canada)	"Edinboro, PA"	en			
If you care about your followers/following ratio on social media ur a next level dweeb			en			
Sleeping at my parents and do u think I would remember the location of a single outlet in my room of 18+ years? Hell nO			en			
His snoring is so obnoxious that I need Ativan just so I can watch a little tv😣			en			
Ativan 🤔🤔💭		"Cleveland, OH"	en			
@kylegriffin1 In your dreams Shelby! Take more ativan so you will dream longer and maybe Magoo quits in your dream! 😁	Quito	"Uwingu, Mars"	en			
Injected with ativan. Hope it's not addictive.	Central Time (US & Canada)	"Huntington Beach, CA"	en			
2 ativan and a tylenol pm ✌🏻			en			
"Fuck this noise, I'm taking an Ativan."	Pacific Time (US & Canada)	"Earth, and thereabouts"	en			
I need Ativan.	Hawaii	"Sin Jawns, Newfoundland"	en			
Stress levels through the roof over the past two weeks. I don’t think the Ativan has been enough. Just exhausted all the time.	Eastern Time (US & Canada)	"Charlotte, NC"	en			
@marx_knopfler Take a klonopin or something and then come back to me.		"sexting, probably"	en			
"I'm up! Klonopin and various other morning medicines taken, so we're good there. Now for a day of Twitter rambling. Yee 😈"	Pacific Time (US & Canada)	"Bakersfield, CA"	en			
I feel like such shit I shoulda taken a klonopin before work just a a half a mg to smooth me out.	Arizona	Pottawatomi territory	en			
"Benzos include but are not limited to: Xanax, Klonopin, Valium, Ativan."	Central Time (US & Canada)	black lives matter	en			
@jackiembouvier What's a Klonopin???		HellRazor's Metal Ranch 🇱🇷 ☠	en			
I have to take a klonopin just to go into the fucken grocery store.		New England 	en			
@WhiteHouse @DiamondandSilk In 2010 our family lost my cousin to klonopin he was 23 it still hurts us all every day.		"Michigan, USA"	en			
"I was going to mental hospitals, and asking for 40 mg of seroquel, and a mg of klonopin... not more klonopin."	Central Time (US & Canada)	"Baltimore, MD"	en			
@chinchilladas anxiety attack at all i have low doses of klonopin to help if you need 1!!! and we’re also gonna have weed to smoke.		yiffing in hell	en			
@chauklet I really looked up to you when I read you quit klonopin ct! Stay strong my dude.	Amsterdam		en			
Lol when ur manic af so ur housemate offers u a klonopin and u realize after taking it that you really should be medicated	Pacific Time (US & Canada)		en			
wow klonopin really makes my entire life better			en			
"Oh hi, Klonopin-necessitating anxiety spike"	Atlantic Time (Canada)	"Philadelphia, PA"	en			
"@hwmnylx69 I got tequila, klonopin, tramadol, restoril, and lots of beer!"	Eastern Time (US & Canada)	"Connecticut, USA"	en			
"2 beers, 5 Norcos, and 10mg of Klonopin. Let's see if I do better tomorrow though."		United States	en			
@TonyK10933 I hope they’ve at least recommended a way to safely titrate you off Klonopin—and that they have a new medication plan for you		"North Carolina, USA"	en			
"analgesic : A skin condition that enlarges blood vessels in the face, causing redness of the nose and other parts of the face."		"Dallas, TX"	en			
@jamilinAdnan jamilin are trash also	Beijing	ggmu 💕	en			
@elnouraksa Take an analgesic and you'll be fine 👍👍		"Riyadh,Kingdom of Saudi Arabia"	en			
"Flupiine (ovulation inducer)
Used recreationally as an analgesic
Decreases the asleep effects of Xanax"			en			
analgesic : A fibrous protein that is the main component of connective tissue in the body.		"Dallas, TX"	en			
@laurenduca @LDsquidtastic If AR stood for Analgesic Reliquary it would not make a femto-dif to the discussion.		North America	en			
"@paisleyrae @jjarmasz @FuzzyWuzzyTO @SOTEfilms @vickersty @rubyhurlbut Butter your sore cyclist buns with analgesic cream, Pastry Rae."	Atlantic Time (Canada)	"Toronto, Ontario, Canada"	en			
"@abusy_mind Mine wasn't great, but a good friend went through he'll, you'd have sworn she was trying to kick a class A narcotic habit. 😰😤"			en			
"@narcotic_kitten cross fingers
pope to god"	Pacific Time (US & Canada)		en			
"ANNIHILATION (2018): A maculate, iridescent bender, decisive on a curve. A fluent token of organic clairvoyance. Elegiac, narcotic."		Within the first few rows.	en			
It's a lovely Friday 😁		Mpumalanga|Durban	en			
I actually feel like going out tonight.		Mpumalanga|Durban	en			
I keep on saying am not gonna drink anymore		Mpumalanga|Durban	en			
Okay I’ve had enough of the snow and being stuck in the house now.	Edinburgh	"Edinburgh, Scotland"	en			
Been pushing them narcotic packs but don’t you tell nobody	Central Time (US & Canada)	"No Hoes, TX"	en			
Religion is the opiate of the masses  #Marxism #gorsuch			en			
Religion is the opiate of the masses  #Marxism #ComeyHearing			en			
@aliciakennedy Murder/beer/opiate epidemic is too local?? Like in that it touches every local area in America?	Pacific Time (US & Canada)	"Venice Beach, CA"	en			
@Tali_Dova It is said that religion is opiate for the masses. I think it’s more accurate to call it placebo for the masses 🤘✌️🖖🤟	Copenhagen	"Copenhagen, Denmark"	en			
@BoSnerdley @DailyCaller Says the actress who gets money from violent movies. Entertainment is the opiate of the people these days.	Pacific Time (US & Canada)	Pacific Northwest	en			
"@Anna_LaPierre @Shelliallen9 @ericbolling Referring to opiate addiction, moron."		great state of Texas	en			
8 of WV’s southern most counties had the highest rates of death by opioid overdose in 2014		"Morgantown, WV"	en			
@DonSmit95028268 @NanaSewDear @realDonaldTrump It is not about people who need pain medication. It is about opioid abuse.	Pacific Time (US & Canada)		en			
Opioid treatment program will combine medication assisted treatment (methadone) coupled with behavioral health services via Hamilton Center.		"Terre Haute, Indiana"	en			
@DonSmit95028268 @NanaSewDear @realDonaldTrump It is not about people who need pain medication. It is about opioid abuse.	Pacific Time (US & Canada)		en			
Casual reminder that pain-patients in the US outnumber opioid abusers 50 to 1 &amp; taking medication is not the same as abusing drugs.	Dublin	Northern Ireland	en			
"High quality #pain-management is usually the product of adjusted medication, dosage, or frequency.  #FirstFriday"		"Stillwater, OK"	en			
@WhiteHouse Stop denying old people pain medication	Pacific Time (US & Canada)		en			
@DonSmit95028268 @NanaSewDear @realDonaldTrump It is not about people who need pain medication. It is about opioid abuse.	Pacific Time (US & Canada)		en			
"Sufferers are well aware of the dangers of (pain) medication, they've been told by everyone and their mothers. Veggies and yoga aren't cures"		USA/Netherlands	en			
The choice isn't between decades of (pain) medication or healthiness/minor symptoms. These pills are taken because they're necessary.		USA/Netherlands	en			
We might die from medication but we sure killed all the pain. What was normal in the evening by the morning seems insane.		"Colonie, NY"	en			
@DrHollyHolmes @novacarerx Pharmacist need to step up to the plate more when they see this kind of Polypharmacy and more legal Say also.			en			
@novacarerx True!! The game of inappropriate polypharmacy one-upsmanship is very dangerous!!!	Eastern Time (US & Canada)		en			
"Pink diamonds in my teeth, pink codeine in my cup. Pink molly in my system, I got pink pills, wassupppppp."	EST	"Cleveland, OH"	en			
"@RobbieTRobbieT love to hear it, that shit is mad tho. can see why it isnt over the counter shit coz i cud easily get addicted to codeine"	London	"Kent, England"	en			
@BigAssWord I Miss you too ❤️	Central Time (US & Canada)	Waiting ...	en			
@SayVanessa_ Eyaa. Sorry x.	West Central Africa	"Lagos, Nigeria"	en			
Still off the codeine. I ain’t piss yet 🤧	Alaska	"Pigeon Town, New Orleans"	en			
"Birds in the trap sing Brian McKnight
Percocet and Codeine please don't take my life"	Pacific Time (US & Canada)		en			
@Codeine_Q hey i miss you ♥️	Pacific Time (US & Canada)	IG: kayxdope	en			
4 days into tackling my addiction to codeine and I feel like shit 😁			en			
"I gave you everything, now I’m nothing."	Atlantic Time (Canada)	3rd Planet	en			
Only good thing about this weather is that I can listen to Codeine Crazy multiple times.	Central Time (US & Canada)	South Central Los Angeles 	en			
"When you’re coming down, think of me."	Atlantic Time (Canada)	3rd Planet	en			
“You gone fuck with a nigga with codeine Or a nigga on creatine” @1future 😂😂😂😂😂	Pacific Time (US & Canada)	"Los Angeles, CA"	en			
Sippin Codeine cause I gotta kill a Cough	Eastern Time (US & Canada)	JU City	en			
My Dentist Office Got Me On These Codeine Pills &amp; I’m Tired &amp; Irritated Asf 😡. Not Taking No More Of Them Shits 💯			en			
"Fell in love with a nigga drinking codeine, how you gone fall for a nigga drinking creatine"	Central Time (US & Canada)	RVA	en			
Codeine dreaming : MOOD 🙃	Central Time (US & Canada)	5o4 ..	en			
still off that codeine I aint piss yet	Central Time (US & Canada)	"Austin, TX"	en			
@CassandraRules Codine	Arizona	El A	en			
"@Gacheru_Wangai The neurosurgeon was on a codine diet. 
#saintsamiganja
#smile 
#laugh"	Pacific Time (US & Canada)	Lagos	en			
"“You fell in love wit a nigga drinkin Codine. How you gon fall for a nigga drinkin Creatine?”
😂 Nah yo..."	Eastern Time (US & Canada)	"Philadelphia, PA"	en			
#BBNaija why will you take codine and smoke weed at d same time and tell me you are watching BBN from your TV bro u are seeing from above			en			
@pita88694867 @jason_zaram @IAmMooree @orangee1580 @BBNaija He can fly wen he is  on codine diet let him be pls its hard to explain to them			en			
@fash_ngobese Two white cup full of codine and plus I've got two white sluts down to blow me		"Cape Town, South Africa"	en			
@ericbolling What is Opioid? Is it Codine? Is it Meth? What pills do we look for? What devices?		Northern CA	en			
"🎵Codine dreaming it comes thru thru, that's my spaceship Blu Blu, my milky-way got pregnant she said it's for yoo-hoo 🎵"		mars	en			
Awake in a codine haze worrying that the house will fall down in the wind. Just your average Friday morning really.		"Croydon, London"	en			
@charles04214862 @JoeMalcolm97 @PaulDock93 @WeeDannyMcManus @kylechristie0 Shut up codine		"Paisley, Scotland"	en			
Slow down on a codine diet	Alaska	"Lagos, Nigeria"	en			
arsenal player's are on codine diet	Arizona	Lagos	en			
I used to think my mom and I were odd because we don’t react “right” to drugs like Sudafed or Codine. Now I know it’s cause we’re not men.	Mountain Time (US & Canada)	"Five Points, Denver, Co"	en			
"@Ali_McHenri Was on a codine level...
wen I heard gun shots, I thought I was running very fast buh I was just on a fucking spot dat day...."		"Suru, Nigeria"	en			
"I’ve figured if I give benadryl instead of 1 measly mg of Versed, but still give enough Fentanyl to kill a horse, I can avoid #2 and #6."	Arizona	"Phoenix, Arizona"	en			
Made it through without issue. Serious food attack mode now. All doped up on Versed and Fentanyl.			en			
Apparently my migraine doesn't give a damn about hydrocodone. I foresee a trip to the ER in my future.	Central Time (US & Canada)	The Empire	en			
This hydrocodone liquid medicine they got me on got me on my ass 🤦🏽‍♀️	Central Time (US & Canada)		en			
"@CrazyRxMan But that hydrocodone is for my tooth pain and the other hydrocodone is for my fibromyalgia...

Sigh"		"Texas, USA"	en			
@StateMaryland But it's ok to keep throwing Hydrocodone at me and tell me I'm good to go?		Delaware/Maryland	en			
Hydrocodone thank you .	Pacific Time (US & Canada)	inn a wOrLd Of my Own	en			
"I texted Jeff “Yo whatchu on today?” 
Why this man replied back, “Hydrocodone” 😂"	Atlantic Time (Canada)	"Orlando, FL"	en			
@BBC Bristol is junkie central may be better to put methadone out		London	en			
Have Depression?Yes?You suffer from Autophilia.This causes bellybutton growth.Try Methadone			en			
Have difficulty making decisions?You probably have Toxic Shock Syndrome.This causes loneliness.Try Methadone			en			
@peterwoolf57 Ok thanks. 8 days in. Hopefully this time next week I’ll be feeling better. Crappy methadone.		Bournemouth uk	en			
"Did you know that Geisinger now has 2 MAT Clinics? Wilkes Barrer &amp; Bloomsburg. With therapy!
NOT METHADONE!
Info in the comments"	Quito	Somewhere over the rainbow	en			
"Billy is gonna be screwed now Lee has gone, where’s he gonna get his methadone from!? #corrie"	Casablanca		en			
Do you have methadone?			en			
Have general forgetfulness?You probably have Kleptomania.This causes blood clots.Try Methadone			en			
@DaveyRocket86 @The_McCabe And methadone! Two crackers in our chemist 😳			en			
@WhiteHouse So the methadone clinics will be shut down right			en			
Have a lack of motivation?Yes?You suffer from Munchausen by Proxy.This causes masturbation.Try Methadone			en			
@a_j_cupples @LillianBlaire @lamarjackson2 @ScaryJASullivan @leonora_seitz @concertbound86 @CassandraBelka @LouCadle A methadone actor.		"Canmore, Alberta"	en			
Opioid treatment program will combine medication assisted treatment (methadone) coupled with behavioral health services via Hamilton Center.		"Terre Haute, Indiana"	en			
@SecretaryCarson I still see methadone as a major cause of it.	Eastern Time (US & Canada)	none of your business	en			
@TheSt1ck Will do I’m still feeling hot and cold/clammy from the methadone w/ds I just cannot get comfortable where ever I am		Bournemouth uk	en			
@ericbolling Please reform the methadone clinics.	Eastern Time (US & Canada)	United States	en			
@NickJTimothy You need to get to the chemist quick for your daily #methadone	London	Scotland 	en			
Have migraines?Yes?You suffer from an extra chromosome.This causes bones to dissolve.Try Methadone			en			
The public library looks like the methadone clinic is about to open -30 People at the door waiting to get in?		"Indiana, USA"	en			
"@SofieHagen I’m Jacqueline mcafferty, I was oon smack fer 3 year and a methadone for 5 that was supposed to get me off it"		"Colwyn Bay, North Wales"	en			
"@mo_scot In the SNP Navy, instead of a tot of rum, those jolly tartan jack tars would queue up for their daily hit of methadone."	Pacific Time (US & Canada)		en			
"Just like nicotine, heroin, morphine
Suddenly, I'm a fiend and you're all I needddd"	Mountain Time (US & Canada)		en			
"@PapaBirdJake I don't know anyone who's OD'ed on morphine, stop restricting access"			en			
"If you ever leave me, baby
Leave some morphine at my door
'Cause it would take a whole lot of medication."		mansoura	en			
"@METALTEARSOLID @morphine_lrp I feel like this is how people feel watching me, pan my life out. 😂🤔🙄😟🙃"		"Nebraska, USA"	en			
i’m pretty high from the morphine still lol	Pacific Time (US & Canada)	inside music software	en			
"JUST LIKE 
Nicotine 
TaylorSwift
Morphine
SUDDENLY  
I'm a fiend and you're all I need
All I need yeah you're all I need"	Chihuahua	México	en			
"Just like nicotine, heroin, morphine 
Suddenly, I'm a fiend and you're all I need"	Beijing	"Columbus, GA"	en			
@RicciGeri @realDonaldTrump @lsmith4680 Got an ex wife dead from oxytocin and morphine she paid $0000 for			en			
"@WhiteHouse close down the Agencies opium,morphine,heroin fields productions and profits too"			en			
"jUST LIKE NICOTINE, HEROIN, MORPHINE"		#1 jusmila stan	en			
"@DrHelenMccarth1 True, I use CBD oil, it helps a lot, better than pumping morphine every day."	Pacific Time (US & Canada)	"Manchester, England"	en			
"Just like nicotine, heroin, morphine
Suddenly, I'm a fiend and you're all I need, all I need
Yeah, you're all I need"		"Rio de Janeiro, Brasil"	en			
@AidenHatfield You too! I’m on morphine after op so will float through mine lol	Casablanca	Oxted	en			
@Oxy_Jon What 🤦‍♂️		Earth	en			
Oxy baseball game vs. Caltech today at 2:30 pm postponed to Sunday at noon due to rain. Oxy/CIT doubleheader on Saturday at CIT still on.	Pacific Time (US & Canada)	"Los Angeles, Calif."	en			
@MollyJongFast @RoscoePI He stayed awake? Guess he didn’t go to Roger Stone’s Oxy Party.	Eastern Time (US & Canada)	"North of The Equator, South of Heaven"	en			
"Ohio, cannabis state non grata for the cannabis economy, for cause of complete corruption by Trump's attorneys for Oxy, Jones Day."			en			
@RealKidPoker Oxy is king !  Don't be shy to take it. Best wishes and speedy recovery			en			
"@nj1015 Unbelievable, probably a liberal Democrat. Duh that's an oxy moron"			en			
My fish’s name is lil oxy until I think of something else	Eastern Time (US & Canada)	LFOD    WHS 2015    UVM 2019	en			
Told my baby next February we getting married.		Cape Town	en			
Suburban shawty say we talk different but she don't get khali slang.		Cape Town	en			
i threw myself a party: chardonnay and oxy		mdlg/cglg	en			
"Hood niggas with bad intentions 
The perfect combination"		Cape Town	en			
Got in for the ballot for the FA cup quarter finals GTFI 😎😎😎😎😎	New Delhi	Goa India	en			
Lmfaoo omg Aaliyah ain’t know what oxycodone was she kept saying It I️m like you know them percs 😂😂😂😂😂😂😂😂	Atlantic Time (Canada)	iampebbles17	en			
oxycodone is online playing	Pacific Time (US & Canada)	tx	en			
"@activist360 Start with the Sacklers, owners of Perdue Pharma, manufacturers of Oxycodone."		United States	en			
