Text	Country by Zone	Country by Location	Lang	Drug	Annotated Text	Semantic Type
Took Tylenol 3 to relieve my pain and to knock me out..... still in pain and still awake...... 🤷🏽‍♀️	Quito	South Florida ☀️	en			
UK National Grid: #Large #Hydro is currently generating 0.20GW (0.66%) out of a total of 30.52GW		unit	en			
(((( war flashbacks to cody's anal beads)))))	Atlantic Time (Canada)	【 BOT 】	en			
"@LoriLoughlin @hallmarkchannel Yes, and that's what the railroad man learned after he heard Cody speak! #Hearties"			en			
It's been a long and difficult journey but im proud to say that I'm clean from heroin. This April makes it 36 years straight.	Eastern Time (US & Canada)	rochester new york	en			
Narcos season 3 finale was too hot	Central Time (US & Canada)	"Staten Island, NY"	en			
@codythemarine @MarissaJWinokur no cody she didnt play the best game she didnt do anything she won because of spite towards ross			en			
@annebowers_ This what the guy off narcos looks like 😂	Pacific Time (US & Canada)	"Houston, TX"	en			
My mom got me a 40 oz hydro... maybe I’ll actually start drinking water now. #StayTuned	Arizona		en			
@Cody PREACH !	Pacific Time (US & Canada)		en			
"@Tooms_BB Cody has won Big Brother over Derrick. 

Wait wh-"	Central Time (US & Canada)		en			
"@cherrychokes I can relateee hahaha. Anyways, remember the oxy product that u recommend the other day? It was hella goood!! 😌😌"	Kuala Lumpur	Subang Jaya	en			
just like nicotine heroin morphine		harry styles - track 10	en			
terrence &amp; cody are real life the most annoying mfs I know but I would do ANYTHING for them :')			en			
"Hm,perhaps Cody is barking Rex."		@transstarscream	en			
"@frankbrunoboxer Springs Hydro Big FRANK, Mr S Purdew"	London		en			
I cried at the amazing race tonight. So happy for BB Cody and Jess! 💜			en			
"Fuck it, I'm rewatching Narcos. I'll finish it in 2 days max lol."	Pacific Time (US & Canada)	contactprimehere@gmail.com	en			
I told Cody I made some tea and she’s been MIA since. American people so ungrateful.	Central Time (US & Canada)	BROOKLYN. 	en			
I love Cody and I’m so appreciative of him...but all I wanted was some regular kraft Mac &amp; cheese and he brought home velveeta 😭😭			en			
@Cody But not really	Mexico City	"Mazatlan, Sinaloa"	en			
"@codyclarke some people don’t want to admit it, Cody"	Pacific Time (US & Canada)	Jersey	en			
@prcocet funny how i went from liking you and thinkin you were cool to loving and supporting you bitch		"Texas, USA"	en			
@SlMAZHAO CODY TRAVERS REAL	Pacific Time (US & Canada)	"Hawaii, USA"	en			
"If you run out of tylenol PM’s just pop in a jcole album, youll be asleep by track 3"	Atlantic Time (Canada)	NEW ENGLAND 	en			
@prcocet YOURE SO DOPE IL YUR EYES		"Texas, USA"	en			
Drama is my heroin and @RealStreamNews is my dealer! Spillin that tea like Boston in 1773			en			
"CARFENTANIL IS 2,500 TIMES STRONGER THAN HEROIN! TERRORISTS  IN AMERICA WILL LOVE IT !"	Pacific Time (US & Canada)	"Ohio, USA"	en			
@xxkj_ Asked my friend Cody and he said No cause he hates MIW and Chelsea Grin like cmon		"Richmond, Indiana"	en			
@prcocet bitch i said that. just now		"Texas, USA"	en			
Chuck Norris once overdosed on heroin. He didn't even notice.	Tijuana	Phoenix	en			
						
@Iamattmusic @Cody_Nolove I’d rather Cody stay alive.			en			
@PeenofEric @cassman3000 Whats that on your billboard? Lmfao and I'm not Cody. The Glenrose Bowl is real and your an idiot.		"Savannah, IL"	en			
"@thaliafreddie9 So many tools around this table, that was a legendary move from Cody"	Pacific Time (US & Canada)	Doucheland	en			
"Cody got me stressed using his twitter as basically a second Instagram.. bro fuck off, use words, tweet some shit"	Central Time (US & Canada)	east texas	en			
@NYC_DIVAA @CNN @CNNOpinion Wait isn't heroin illegal		"Moscow, Russia"	en			
@thehill Does that include Joe Coors? Far more alcoholics than heroin addicts.	Central Time (US & Canada)	"Las Cruces, NM"	en			
@Cody_Hall1 @WWEMrSAKAMOTO Cody Hall when are you coming to WWE	Pacific Time (US & Canada)	"Kentucky, USA"	en			
@TheBrayD Roman Reigns has secured that Kenny vs Cody is the main event of that weekend.	Eastern Time (US & Canada)	"Charlotte, NC"	en			
Can someone explain to me why the entire time I'm watching narcos I'm rooting for Pablo Escobar		"Reno, NV"	en			
i never thought i’d have a hydro flask that reeks of liqour again🤧	Tijuana	Bay Area	en			
I see cody vlog thailand makes me want go thailand eat eat eat 😋😍	Pacific Time (US & Canada)		en			
@TheBrayD Roman Reigns has secured that Cody vs Kenny is the main event of Mania weekend.	Eastern Time (US & Canada)	"Charlotte, NC"	en			
@Alrightmariah_ Coop brandon will and cody...	Pacific Time (US & Canada)	"Florida, USA"	en			
Eating my El Som and watching Narcos. Muy bien.	Quito	Atlanta↘️Statesboro 	en			
@rosxmvry Cody pls block her	Pacific Time (US & Canada)		en			
"You know that part in Jumpman where drake goes “Uh, uh, uh think I need some Robitussin”, yeah I felt that shit"	Eastern Time (US & Canada)		en			
When you need Tylenol for a headache but your moms asleep so I’ll have to suffer I guess	Pacific Time (US & Canada)	"Murray, UT"	en			
"Good one, guess who just threw up all the morphine she just got from the hospital 🤦🏻‍♀️"	Casablanca		en			
"@TiwaSavage  ""get it now"" is my everyday, codine, nicotine, morphine and cypri gold😂😂😂"		"Lagos, Nigeria"	en			
Yall ever had to explain to your mom that you were watching Narcos and not porn	Pacific Time (US & Canada)	the yay	en			
"cody christian is so handsome, i just want to kiss his whole face hsjdskskd"		lp1	en			
@Cody_Hammonds17 Thanks Cody!			en			
"@Samham98 best season of narcos, that guy is my fav"	Eastern Time (US & Canada)		en			
"Heroin is ILLEGAL but people die from it ,explain how more gun laws help"	Central Time (US & Canada)	Howard County Arkansas	en			
"my 3 moods are ""Life is going pretty alright!"" ""god im so lonely whats the point"" and ""my life sucks but at least im not a heroin addict"""	Pacific Time (US & Canada)	"Los Angeles, CA"	en			
@codythemarine You’ve got a good point Cody! Nice insight.		"Texas, USA"	en			
I went with my brother to go get kingdom hearts and I ended up with a new hydro flask like what the hell	Pacific Time (US & Canada)	Rowland Heights	en			
First season of narcos don’t judge I’ll catch up to season 3.	Pacific Time (US & Canada)		en			
Boutta name my son zack or Cody fuck it		"New York, USA"	en			
"there’s a new drug on the street, parents beware of super heroin"	Central Time (US & Canada)	philly	en			
cody ko is still funny	Pacific Time (US & Canada)		en			
"kite street health centre supplies Orange police green lighted drug dealers with pills, methadone prescription drugs to sell on black market"	Sydney	ORANGE N.S.W.	en			
I want a relationship like Cody and Sage			en			
"@krassenstein Drug dealers, as in major Pharmas 🤑🤑😡😠😫🧐
Pushing OxyContin etc. THOSE Drug Dealers???

Lock em up💀"	Kolkata	Himalayas	en			
"“if its heroin, it feels good, if it’s fentynal then it feels good”"			en			
"I feel like the more I watch narcos the more I feel like a character?? Plata o plomo, malparidos."	Eastern Time (US & Canada)	"Fort Worth, TX"	en			
@Ty_Lookwell Love that heroin!		"West Hollywood, CA"	en			
"@ThorstenAnzomi Black tar?
There is black tar heroin....sooooo :&gt;"	Pacific Time (US & Canada)	"Berlin, Deutschland"	en			
I've learned more Spanish watching Narcos then I did all of my years studying the language in school	Central Time (US & Canada)	Brooklyn // Syracuse 	en			
Tylenol Extra Strength is a magical drug		"San Antonio, TX"	en			
@tonyschiavone24 And they say Cody Rhodes is dashing...			en			
@hodecekS Uhm. #coolstorybro congrats Jessica and Cody! You did what you had to do and pulled out a win 🙌 #theamazingrace	Arizona		en			
"Remember when Mfs  used to sit in wicker park, paint, open up their “third eye”, and do heroin ?"	Central Time (US & Canada)	chicago	en			
Why are percs still so glorified? Do y’all realize it’s oxy + Tylenol haha sit the fuck down &amp; take a blue	Pacific Time (US & Canada)		en			
@_Blackclan Who tf was doing heroin	Mountain Time (US & Canada)	Somewhere	en			
cody &amp; i get our new place as soon as he gets back😍 i’m so excited!!	Tijuana	arkansas.	en			
every time cody sings along to songs in the car I fall in love a little more		DTFW	en			
"Sersiphine (contraceptive)
Approved to treat severe grill and Tylenol overdose
Contraindicated by Remeron"			en			
I swear Mfs was probably doing heroin in ragstock	Central Time (US & Canada)	chicago	en			
"30,000 Heroin Over dose deaths last year in USA and some want to ban guns?"	Atlantic Time (Canada)	"Tampa, Florida "	en			
@thelaurakoski @JeremiahRosen2 @Liv4pool @ClassicJanvier @mrbenwexler @MarvelStudios @CNN 60 Days In and Intervention-Heroin Triangle.	Amsterdam	Montreal/ Winnipeg/ Aalborg DK	en			
@elyssa_lappe asked if I was retarded and Cody starts cracking up on the couch 🙂🙂🙃🙃			en			
In the HOH Room Cody Was Blindsided #BB19	Pacific Time (US & Canada)		en			
@Cody_Nolove @TJDillashaw If he bothers you so much why take an L?? Your a good dude and hard worker Cody but hot to wait your turn for now.		"Peru, Illinois"	en			
um who do i trust? heroin addicts and teenage mutant ninja turtles. yeah i can count on them	Eastern Time (US & Canada)	"North Royalton, OH"	en			
"TRADE ANNOUNCEMENT:
To OTT: Eric Gryba (D), Dylan Wells (G), EDM 3rd (2018).

To EDM: Cody Ceci (D), Andrew Hammond (G). 
#BAGHL"		Eugene’s Lake	en			
How daaaare you say nonsense like “narcos do more for the people than the government” WHEN THE GOVERNMENT ARE NARCOTRAFICANTES THEMSELVES	Alaska	"California, USA"	en			
Cody &amp; Jessica won more money on one season of Amazing Race than Paul did on two seasons of Big Brother 😂	Pacific Time (US & Canada)	California☀	en			
bisexual culture watching Cody Ko videos on YouTube because he’s cute and realizing you think his gf is cuter	Eastern Time (US & Canada)	long island hxc // new paltz	en			
Cody always calls me Jose Cuevos 😂		"New Orleans, LA"	en			
"Noooo, I hate morphine 😩😩"	Eastern Time (US & Canada)	"Fort Lauderdale, FL"	en			
@NonhleVico @Ntate_Fizz @VuyaniMjwara I remember Cody fam.		(SA) IG:gmlinkin	en			
Miss my cody very much	Central Time (US & Canada)	Hell Paso	en			
cody is daddy		ign: abbey	en			
bisexual culture watching Cody Ko videos on YouTube because he’s cute and realizing you think his gf is cuter	Eastern Time (US & Canada)	long island hxc // new paltz	en			
"Also, I’m positive narcos do a lot more harm than good. They inflict fear &amp; violence on innocent bystanders."	Alaska	"California, USA"	en			
"@williamlegate @HiItsDebbie William, you gave the poor lady a headache. Is Tylenol still legal?"		"San Jose, CA"	en			
"@kianssunflower_ narcos?
wentworth?
baby daddy?
Young &amp; hungry?
 ugh i can't think of anymore. lol"	Central Time (US & Canada)	"Iowa, USA"	en			
"I need to go soak my upper half in peroxide, or, maybe take some morphine because I feel like my torso’s going to rot off"	Pacific Time (US & Canada)		en			
I need a topo Chico and a Tylenol 3		Almost There	en			
It’s been exactly 5 years since I bought tickets to cody’s first concert in the Netherlands I’m so emo	Amsterdam	netherlands | wsc london ‘18	en			
I need tylenol and gatorade. Sign this shit.	Pacific Time (US & Canada)		en			
"need to sleep, but i'm too cold wish i had cody cuddles rn"		ign: abbey	en			
Guys.. I’m a dumbass😂 I took ibuprofen when I was supposed to take Tylenol. So I took 2x the amount of ibuprofen than I was supposed to🤦🏻‍♀️			en			
Spoiler alert: Cody wore his “Leader” pants in ATL.	Eastern Time (US & Canada)	"Charlotte, NC"	en			
@Lance210 Is this on cody			en			
So good inlove by Cody Johnson will always be my fave 😢❤️			en			
i cant even eat my stomach hurts so fucking bad. its hard to breathe. and tylenol and inhaler arent helping.		"Milford, PA"	en			
Afghanistan's opium poppy production goes into more than 90- of heroin worldwide. Afghanistan has been the world's greatest illicit opium		Trinidad and Tobago	en			
i want cody ko merch			en			
@ThealphaP @KodiTV Noy used cody in years some cracking forks about nowdays and APK's	London	"England, United Kingdom"	en			
@Adrielromano5 Catch me on season 3 of narcos		"Phoenix, AZ"	en			
#NowPlaying Cody Wayne Band - Addicted on @TrueTexasRadio #TexasLoud #TexasProud #TxMusic247		"Texas, USA"	en			
Guess I’ll pick back up on Narcos		I'm at where I'm at	en			
i just watched an entire episode of suite life of zack and cody honestly idk who i am anymore	Pacific Time (US & Canada)		en			
@CNNCrisisActor @ByzJuche Just prepare any Tylenol when it starts kicking in. It’s good that you’ve quite the hardcore drugs			en			
@prcocet THIS IS SUFLCOMHDSUYFSFYCUCHFS SO FUCKING FUNNY		"Texas, USA"	en			
"A kiss can be ten times more effective than morphine in reducing pain, as it's thought that it activates the body's natural pain-killers."	Central America		en			
@LMHPhotog @SukaSycho We lose so many talented people to heroin.		nowhere	en			
@fashy_cash @DrDavidDuke Your name is Cody 😂😂😂😂😂			en			
"Finished season one of Narcos in about 24 hours 
Oops"	Eastern Time (US & Canada)	D.C. Chillin'	en			
@_emoweeb Stop calling me Jessie Cody please :(	Pacific Time (US & Canada)		en			
"@MissMarisRacal My Tylenol when I'm in pain.

@mor1019 #MORPinoyBiga10 Tala by Maris Racal"		"Minglanilla, Central Visayas"	en			
@prcocet thats his girl now		"Texas, USA"	en			
"Just like nicotine, heroin, morphine, suddenly, im a fiend and you're all I need"	Buenos Aires	Argentina	en			
"@altrobbiej hey Cody here, it's Jess this is? bc I'm Cody hi Jessie let's have children and then give them to golden smoke to raise"		hidden leaf village duh	en			
1000 MG of Tylenol EXTRA STRENGTH &amp; I’m still in pain 😒		Chicago	en			
Narcos is firee	Atlantic Time (Canada)		en			
UK National Grid: #Large #Hydro is currently generating 0.33GW (0.93%) out of a total of 35.77GW		unit	en			
[heavy metal] MORPHINE. Get a message to the fleet! We have to warn-warn-waa---a--Oh! Wuagh! Wuagh! Wuagh! [high voice] SARG!			en			
Nothings the same at Arbys since Dan and Cody left and I’m on the L bout to kms			en			
@netflix where's the suite life of zack and cody?	Mountain Time (US & Canada)		en			
#PharmacyTip ~&gt; Change your quantity of Oxy 30 to 0 on Fri night. Set back Mon morning. Then stores can't send you their trouble patients!		United States	en			
"Other than heroin, how to t u r n  o f f thoughts i wanna sleep"			en			
She’s like heroin to me	Pacific Time (US & Canada)	🇷🇪	en			
@netflix where's the suite life of zack and cody? @dylansprouse @colesprouse #thesuitelifeofzackandcody #Netflix	Mountain Time (US & Canada)		en			
"if you ever leave me babe, leave some morphine at my door"	Greenland		en			
"gn i love joe, michael, tom, zendaya, cody and my mutuals &lt;33"	Pacific Time (US & Canada)	iab	en			
Love-hate relationship with Oxy 5.		trash acc. 	en			
i want a girl with lips like morphine		florida	en			
"POWER OUTAGE: About 2,200 Hydro customers without power in Pierrefonds. No reason for outage given, expected return 3:45-4:00 A.M.
#CJAD"	Pacific Time (US & Canada)		en			
Cody was DUE and he literally followed this King Charles spaniel around for 2.			en			
@shanedawson Meant Cody			en			
good night to the guy that discovered benzodiazepines only	Eastern Time (US & Canada)	think ill miss you forever	en			
You’re the Tylenol I take when my head hurts	Arizona		en			
no stds + no heroin incidents = a successful weekend	Pacific Time (US & Canada)		en			
Golden Lovers vs Cody/Scurll was so good. Give me all of the Golden Lovers.	Eastern Time (US & Canada)	"Charlotte, NC"	en			
Spice Tylenol	International Date Line West		en			
"@ziggyloux @KatyBentz If you wanna know, she is in Cody's stream rn still playing."	London	"England, United Kingdom"	en			
"“38 year old female, possible cardiac arrest. CPR in progress” -My partner and I look at each other- “heroin”(in unison)"		Louisiana	en			
@007saan D: At least white means you can try bleach/oxi-clean to get it out? DD:	Eastern Time (US & Canada)		en			
"@Soalxlia i believe it's ""april fools day with my awkward creepy roommate"" by cody ko 🙂"		photoshop	en			
Me and Cody just had a drunk conversation on how to do a good handshake 😂			en			
team edward was full of future heroin addicts			en			
"Trappin’ like the Narcos, got dope like Pablo 🤤🤙🏾"		Securing The Bag	en			
Hi. Can have I some prayers. I’m at the ER. Excruciating pain. Morphine IV isn’t even phasing me. I’m scared.	Eastern Time (US & Canada)		en			
"Just like nicotine, heoine, morphine 🎧🎶"	Beijing		en			
Imma watch narcos again		"Buenos Aires, Argentina"	en			
"Me: *Makes really ugly face*

Cody: “I really love that face” 
 
😂😂😂 gg thanks"		"Juneau, AK"	en			
"I'm glad Cody indirectly admitted that Josh played the best game on BB19 with that Marissa tweet. 

👀"	Central Time (US & Canada)		en			
"""Boys, Boys. We can settle this like reasonable and sexy teenagers. Whoever can swallow the most Tylenol PM wins!"" - Herbert"	Midway Island	Louisville	en			
						
Cody Ko is so under appreciated		"Tucson, AZ"	en			
the day cody left upp was the day my heart 🅱️roke		ᴀɴᴀ ᴍ²ᴄᴏ	en			
Ugh imagining Milo sleeping with his head on a silk pillow with puppy friends (Cody&amp;Henry) is something I am so excited for	Central Time (US & Canada)	IG: kailoves_sam       	en			
@HeerJeet Wait. Did Burroughs ever really give up heroin?	Pacific Time (US & Canada)	"Oakland, CA"	en			
@BBassem7 Who Tell him ? Allah not for sure.. maybee his Heroin voice Tell him		Islamische Republik Iran	en			
were watching narcos and tug is so mad that the cops killed gustavo neverseen him so serious lmao	Arizona	"California, USA"	en			
"HEROIN ADDICT: I just need one more hit

ME: *punching them square in the face* NOW STOP IT!"	Pacific Time (US & Canada)	"Unfortunatley, not my IG ⬇️"	en			
@prcocet THANK YOU MEL!		"Texas, USA"	en			
Full of Faith by Cody Carnes	Mountain Time (US & Canada)	"Albuquerque, NM"	en			
"@ChrisCuomo You all understand just how easy these types of firearms are to make, much easier than say heroin."			en			
"I bought my old roommate a health stone pipe for his birthday back in the day, but all he did was smoke heroin off it 🤷🏼‍♂️"		"Las Vegas, NV"	en			
"OxyContin Now Available For Children, But Not Marijuana? #cannalovers #canna #welovecannabis"		Hlavní město Praha	en			
"Guess who has a migraine, work tomorrow, and no Tylenol. 

✋🏼"	Pacific Time (US & Canada)	"San Antonio, Texas"	en			
@artiequitter With a hooded cowl you could convince Snow White to take the apple laced with heroin.		The Hells of Texas	en			
We in hotels just like Zack and cody		"Horseheads, NY"	en			
bitches get a hotel room and some money for they birthday and think they zack and cody.		honeymoonave.	en			
Logan just took my hydro flask &amp; chugged it expecting it to be water but it was straight vodka...😂😂🤦🏼‍♀️			en			
@SpaceSkoomy Shred it Cody	Eastern Time (US & Canada)	"Ontario, Canada"	en			
@RSmythFreelance Fred Bassett is heroin to Matt’s methadone.			en			
@MomoSuarezz Heroin is the better than any orgasm you’ll ever experience			en			
SECRET AGENT CODY BANKS		"pittsburgh, pa"	en			
"I know I shouldn’t have bought a white hydro bc it’ll get dirty, but the aesthetic....👌🏽"		"California, USA"	en			
On some narcos	Eastern Time (US & Canada)	🅱️ouston	en			
"and im the full-body rash you got from chugging robitussin in 7th grade, katya"	Singapore	where the heaven are we	en			
@joshuatrimble91 @2300Lovecodeine Smh I go out of town and Cody’s twitter becomes a lil peep fan page		"Kansas City, MO "	en			
"@alexzelada6 Punisher, narcos, I heard dirty money is good, Dave Chapelle"		sc: raraquel_13	en			
@eric16897 Can Hydro be transferred on etherdelta contract?	Pacific Time (US & Canada)	0xD0f8F8bd485a0214C16178A3c50A1ef64a14FEc7	en			
@TomberlinGala Cody Johnson for sure ?!??!?			en			
@cmall @shoe0nhead You're seriously comparing mutilating children's genitals and then giving them HRT to tylenol/insulin...?	Central Time (US & Canada)		en			
(Auditioning for the Diablo Cody Heathers style reboot of Mean Girls) Get Genderbent	Pacific Time (US & Canada)	jbearhat@gmail.com	en			
@TaupeAvenger @kimmaicutler Heroin is compelling also	America/Los_Angeles	"Menlo Park, CA"	en			
ONE OF THE BIGGEST ARGUMENTS HULK EVER GOT INTO WAS OVER THE ETYMOLOGICAL PRONUNCIATION OF OXYMORON: OXY-MORON VS. OX-IM-ER-IN ...	Kyiv		en			
I wonder how Cody Carlson is doing? Has he stolen any hams lately?	Islamabad	Not Home	en			
"@ZwebackHD It’s like Narcos, but football"		"New York, NY"	en			
Can rewatching narcos be considered studying for this Spanish test?	Atlantic Time (Canada)	Trinidad and Tobago	en			
@williamlegate But the oxy shop is open 24/7.		"London, Highlands, Sydney"	en			
@ChiefBoyJosh I’d rather listen to older country from the 50s and 60s rather than Cody Johnson any day of the week.		"Elk City, OK"	en			
lmao today ***** wrote cody ♡’s ***** in my book and i lowkey died bc like lol little do you know i fucking like you		he/him	en			
Everytime someone ask me about heroin I tell them it's the greatest feeling in the world and to never ever try it.	Arizona	"Safford, AZ"	en			
"watching hard rock/heavy metal documentaries n' listening to rockers narrate how they OD'd on heroin, died, came back alive is therapeutic"		Paradise City	en			
@SCHOENAMYYY I’m also a little over a year clean off of heroin (and other stuff). Proud of you ❤️	Pacific Time (US & Canada)	GP: they/ them	en			
narcos made me a bit hispanic perhaps	Pacific Time (US & Canada)		en			
@KaliaChiarezza Yeah they do. Cody is about my pony Cody. He's such a character	Melbourne	Australia	en			
"Zack and Cody are twins, but zack is definitely cuter"			en			
"Well, at least now we know what it would have felt like if Cody won BB16.  #cbbus"	Eastern Time (US & Canada)		en			
"""So Cody you have Melanoma right?"" ""You mean Melodyne Jake?"" Lol"		"Murfreesboro, TN"	en			
@973eba685b874df Can HYDRO token be transferred to Etherdelta contract?	Pacific Time (US & Canada)	0xD0f8F8bd485a0214C16178A3c50A1ef64a14FEc7	en			
Heroin was originally sold as cough medicine.	Central Time (US & Canada)		en			
@fallforme like they really had the dude inject heroin in the video	Pacific Time (US & Canada)		en			
@1232Khann Can HYDRO token be transferred to Etherdelta contract?	Pacific Time (US & Canada)	0xD0f8F8bd485a0214C16178A3c50A1ef64a14FEc7	en			
@IamCarloTulali Can HYDRO token be transferred to Etherdelta contract?	Pacific Time (US & Canada)	0xD0f8F8bd485a0214C16178A3c50A1ef64a14FEc7	en			
"And also
- The punisher (ramai bagi good reviews)
- Sherlock Holmes (BEST!) 
- Dark (time travel series!)
- Narcos (drug thingy)"	Beijing	MY	en			
@lsukernik Can HYDRO token be transferred to Etherdelta contract?	Pacific Time (US & Canada)	0xD0f8F8bd485a0214C16178A3c50A1ef64a14FEc7	en			
@StrivingYogi @Crypto_Fugger Can HYDRO token be transferred to Etherdelta contract?	Pacific Time (US & Canada)	0xD0f8F8bd485a0214C16178A3c50A1ef64a14FEc7	en			
@wheatpond @foamspace @ddex_io Can HYDRO token be transferred to Etherdelta contract?	Pacific Time (US & Canada)	0xD0f8F8bd485a0214C16178A3c50A1ef64a14FEc7	en			
What Freedom Feels Like by Cody Carnes	Pacific Time (US & Canada)	"Albuquerque, NM"	en			
@iamneilwynJoy Can HYDRO token be transferred to Etherdelta contract?	Pacific Time (US & Canada)	0xD0f8F8bd485a0214C16178A3c50A1ef64a14FEc7	en			
"It's almost 2 in the morning and I'm watching Agent Cody Banks... My life is fine, I'm fine"	Central Time (US & Canada)	"Bowling Green, KY"	en			
Narcos goes too hard	Eastern Time (US & Canada)	"Los Angeles, CA"	en			
@paulwellerHQ at the Hydro tonight was magnificent.	Amsterdam	Glasgow	en			
"@dailynation And what are you going to do about cocaine, heroin etc?"		"Mombasa, Kenya"	en			
@omphile747 And Cody is also just MIA 🤭		"Johannesburg, South Africa"	en			
"@Haggazussa hmm, I'm usually on a laptop. So the poor kid's heroin habit did get the better of him :/"		"Toronto, Ontario"	en			
@CodySIO @JackAllTimeLow OH CODY YOU'RE THE BEST	Pacific Time (US & Canada)		en			
"♫ My Top 5 #lastfm artists: The Gits (37), Kraftwerk (23), First Aid Kit (22), Moderat (20) &amp; Morphine (20) via @tweeklyfm #music"	Pacific Time (US & Canada)	"Portland, OR"	en			
@LaVeyPls Why are you so defensive about your heroin?			en			
cody unblock			en			
what a good day for cody christian to be alive		teen wolf | marvel 	en			
UK National Grid: #Large #Hydro is currently generating 0.43GW (1.04%) out of a total of 41.13GW		unit	en			
@soompi The actors look promising while the heroin hurmmmm			en			
@Cody no it doesn't. hard work does.			en			
@shelby_meow13 And Tylenol			en			
@lovely_abbyy Watson is being traded for Cody Mac back 👀		"Nashville, Tennessee"	en			
hey book hmu with some of that heroin ;)	Pacific Time (US & Canada)		en			
Me and Cody saw a bush running on Fortnite so he sniped it and it was the funniest thing 💀💀💀💀💀		TEJAS	en			
"Narcos all day, all night.

That's what's up"	Hong Kong		en			
"You're my water when I'm stuck in the desert
You're the Tylenol I take when my head hurts
You're the sunshine of my life"		175th Lakewood Way.	en			
@cody69420 hi cody!!	Hobart		en			
@SlavicStephen I flushed the hydro and Vicodin a long time ago fuck those things		"Fresno, CA"	en			
"just like nicotine, heroin, morphine ;
suddenly, I'm a fiend and you're all I need ."	Kuala Lumpur	"Petaling Jaya, Selangor"	en			
"I'd love to purchase some heroin just so I can die from an ""accidental"" overdose."	Eastern Time (US & Canada)		en			
@uhcams @MasterDoesGames not rap material hahahaha sorry cody	Singapore	pluto	en			
Fair difference between Meth and Methadone #9aca which one is it?	Melbourne	inner melbourne	en			
"@CallMePrime_ Yeah because I took it in.. narcos, gang gang, CC, emoji a chain, made men. Bangers - it deffo gets me through a gym sesh"	Amsterdam	"London, England"	en			
"Hot shower,  Tylenol, tea, and Netflix until I pass out"	Pacific Time (US & Canada)	in my bag	en			
@ChatterboxTO Fit4less their hydro massage bed and chairs are super awesome.	Pacific Time (US & Canada)		en			
"Tylenol that's how does it all hell, amazing..."		Second Life	en			
I’m literally thinking about the Cody dinger to incredibly grateful for Charlie Culberson.			en			
"@deanboroczky Sense8, Power, Iron Fist, Punisher, Narcos! Shall I continue??"	London	All over your speakers!	en			
A McDonalds employee put robitussin in my fucking sweet tea I’m pissed	Central Time (US & Canada)	IL ✈️ AZ	en			
Cody is the most obnoxious person to sleep with. He has to be told to get off me / move over at least 39 times a night.			en			
"@drewisgooden @codyko Cody is way to old to understand all of your millennial lingo, anyways."		"California, USA"	en			
Oxycontin some lauratbs crush it up		doa 	en			
narcos got me thinking of changing my major			en			
My tonsils are so painful today someone send help plz (or some morphine idm)	London	Hertfordshire // Kent 	en			
@jinflorescence @mooboob MIGHTY MORPHIN POWER RANGERS	Eastern Time (US & Canada)	bts | astro	en			
@ACurrentAffair9 Get Methadone users off the road.			en			
I TOOK SOME TYLENOL AND NOW I FEEL BETTER YATTA		they/them | RT spam | capslock	en			
"broo, i took tylenol, then motrin, and now my prescribed meds, ALL IN ONE DAY 😩"		Livingston💞	en			
"@ACurrentAffair9 Tell Brady that ""meth"" usually means methamphetamines, ""done"" is the usual slang for methadone."	Sydney	Blue Mountains	en	W		
"utility, B.C. Hydro. Before the last decade the impact will be my fourth election campaign in my community there was an investigation? 3/5"		"Victoria, BC"	en			
Anyone else obsessed with the #Narcos soundtrack? Hated Season 3 but that Colombian salsa 😍		"Lancaster, England"	en			
My favourite heroin is one and only sridevi......but she is no more.......very sad in my life....			en			
how did i go so long without watching cody ko	Pacific Time (US & Canada)	OSU | KD	en			
@BucciSweatpants @JrmieKangs @itanimeirl she was on heroin not mescalin fam lmao	Pacific Time (US & Canada)	Outer Heaven	en			
@sarahibyy take aleve or tylenol because if you take advil a lot they don’t work	Eastern Time (US & Canada)	"Bayonne, NJ"	en			
"""It starts my day with a smile, and that smile gets me all the way to my 4pm oxycontin"" 😂😂😂😂😂😂"			en			
@DavidSarabia13 Is it Cody Johnson the weekend we're down there? I can't remember			en			
@BucciSweatpants @JrmieKangs @itanimeirl ya she killed the heroin she shot it all so what	Pacific Time (US & Canada)	Outer Heaven	en			
I’m not excited about #TeamBigBrother winning  #TheAmazingRace. Poor Cody carried the team just like he’s going to carry the relationship.	Atlantic Time (Canada)		en			
"Three different moods I can be in while driving: Cody Jinks, Koe, Post Malone"		Indian Gap TX	en			
"Cody told me ""Just cuz you got somebody you interested in dont mean imma act fu towards you, we still cool"" I respect him for that"	Pacific Time (US & Canada)	𝕊𝕠𝕞𝕖𝕨𝕙𝕖𝕣𝕖 𝕚𝕟 𝕞𝕪 𝕓𝕒𝕘	en			
@WillFromAmerica Exactly. Jessica sat there pouting like a toddler who is also a bully. I feel sorry for Cody.	Atlantic Time (Canada)		en			
"@GPKerry @morningireland My New Year's resolutions were to drink more, put on weight and start mainlining heroin! So yah boo sucks to you!"	Madrid	Barcelona	en			
I miss watching NARCOS	Amsterdam	LOS • CBQ • ABV	en			
Commander Cody His Lost Planet Airmen - Hot Rod Lincoln	Central Time (US & Canada)	"Milwaukee, WI"	en			
Cody is a retard			en			
@thenoelmiller cody looks so good here!	Eastern Time (US & Canada)	[she/her]	en			
